Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
242500,767500,13.11
422500,587500,9.96
252500,202500,9.73
327500,777500,19.99
122500,477500,12.47
192500,897500,3.87
397500,397500,19.9
297500,607500,25.25
242500,797500,8.07
392500,247500,10.2
267500,347500,13.58
252500,72500,13.2
327500,187500,14.64
77500,822500,5.02
237500,392500,9.78
227500,732500,17.36
377500,402500,16
292500,207500,22.49
287500,257500,15.93
217500,792500,8.39
527500,327500,8.01
292500,337500,20.85
292500,707500,14.81
137500,582500,16.23
492500,432500,15.54
367500,67500,6.22
207500,542500,10.48
437500,132500,11.97
177500,57500,7.73
282500,932500,6.8
322500,802500,12.62
77500,512500,6.98
222500,782500,8.59
322500,572500,11.53
332500,657500,12.23
347500,847500,11.67
317500,172500,10.3
147500,557500,16.56
177500,817500,5.87
227500,767500,15.38
542500,172500,14.17
327500,667500,10.73
172500,622500,14.02
307500,352500,16.68
357500,492500,16.81
312500,117500,14.6
247500,712500,19.54
382500,292500,12.19
287500,377500,13.12
367500,747500,7.49
517500,377500,10.97
592500,182500,10.45
367500,577500,20.22
182500,722500,8.55
202500,807500,10.81
252500,232500,16.96
352500,347500,11.43
217500,657500,8.81
132500,587500,17.23
477500,392500,9.46
237500,772500,13.63
142500,692500,6.06
242500,677500,16.04
137500,697500,9.18
587500,297500,11.32
77500,492500,9.05
477500,247500,12.68
462500,167500,13.7
112500,892500,4.32
447500,202500,11.81
577500,187500,12.58
292500,562500,16.57
592500,307500,12.28
397500,512500,22.93
507500,212500,14.69
292500,282500,19.22
237500,807500,6.39
587500,317500,12.36
272500,612500,24.48
252500,352500,13.32
612500,217500,8.08
197500,832500,7.65
367500,642500,10.9
342500,722500,7.7
357500,137500,10.42
427500,582500,9.72
127500,922500,5.2
207500,227500,13.64
472500,422500,10.72
232500,67500,13.52
447500,222500,11.5
17500,532500,6.72
212500,712500,16.33
207500,52500,9.18
537500,212500,12.97
407500,282500,18.8
337500,452500,10.6
307500,237500,16.75
282500,317500,23.02
542500,347500,9.3
227500,957500,5.82
12500,507500,7.07
262500,567500,23.21
442500,247500,12.56
417500,162500,13.62
632500,247500,11.59
267500,772500,9.5
247500,787500,7.55
362500,567500,12.91
327500,762500,15.72
362500,447500,20.54
437500,232500,14.4
197500,737500,9.67
482500,432500,12.97
552500,192500,11.75
342500,427500,11.8
537500,267500,9.25
177500,802500,6.47
452500,302500,12.28
467500,242500,17.22
197500,802500,9.54
347500,992500,6.42
477500,332500,11.61
362500,157500,15.32
462500,287500,12.35
347500,547500,14.92
552500,317500,9.99
337500,797500,15.07
392500,292500,16.11
327500,637500,19.01
147500,32500,10.58
137500,607500,9.77
187500,872500,5.5
272500,67500,19.03
167500,517500,6.6
182500,17500,7.92
222500,712500,20.01
337500,347500,11.93
357500,717500,8.94
397500,557500,14.78
317500,317500,14.56
142500,947500,4.25
307500,317500,17.4
307500,937500,8.13
547500,242500,10.68
197500,787500,11.96
247500,862500,5.47
357500,712500,6.95
392500,862500,9.16
7500,897500,9.3
322500,987500,6.1
382500,502500,29.57
267500,137500,11
367500,122500,13.32
427500,392500,27.31
602500,227500,10.97
517500,427500,14.4
327500,822500,10.05
362500,592500,26.89
307500,822500,6.17
387500,627500,15.75
452500,1167500,7.75
182500,37500,10.39
237500,712500,21.43
267500,722500,21.84
292500,737500,16.38
302500,212500,21.68
287500,292500,21.78
132500,847500,6.85
142500,652500,8.4
397500,657500,9.7
237500,107500,13.42
212500,62500,15.37
502500,262500,10.37
137500,492500,16.79
457500,412500,12.29
307500,582500,13.41
357500,622500,12.37
182500,27500,9.64
237500,627500,8.46
267500,82500,22.18
327500,672500,10.78
392500,122500,13.82
337500,122500,10.33
237500,547500,11.77
177500,502500,5.5
202500,622500,9.57
397500,312500,19.66
257500,652500,14.23
142500,587500,12.48
162500,647500,7.14
207500,57500,13.53
492500,287500,15.2
2500,507500,7.08
267500,697500,9.69
207500,917500,3.59
587500,112500,10.34
402500,327500,14.28
557500,192500,12.05
142500,872500,4.94
562500,112500,12.01
447500,297500,11.85
292500,662500,13.46
332500,322500,10.69
457500,97500,11.12
257500,82500,17.64
397500,1142500,9.24
287500,697500,11.14
467500,97500,11.72
367500,572500,14.86
607500,297500,11.42
537500,302500,7.72
347500,567500,11.46
412500,337500,14.59
187500,697500,10.78
442500,492500,12.21
242500,487500,14.74
307500,342500,18.54
332500,212500,19.14
297500,667500,12.06
232500,492500,8.28
602500,202500,7.67
12500,492500,7.95
592500,147500,10.26
362500,197500,11.1
482500,512500,15.64
267500,77500,21.06
417500,357500,23.43
362500,402500,12.93
412500,292500,17.26
157500,802500,5.6
517500,312500,8.63
452500,522500,11.51
347500,417500,11.85
372500,672500,9.82
112500,502500,11.47
452500,297500,13.44
332500,397500,10.08
267500,242500,15.3
627500,162500,8.04
57500,572500,7.62
277500,757500,12.99
437500,187500,12.33
527500,242500,7.67
177500,517500,6.42
362500,262500,12.17
292500,772500,8.07
492500,207500,16.15
502500,392500,11.23
347500,247500,11.06
122500,557500,9.23
242500,592500,26.1
292500,942500,6.35
412500,587500,9.31
342500,97500,9.19
387500,657500,7.43
437500,192500,9.56
167500,822500,5.98
357500,847500,10.47
277500,632500,18.72
362500,172500,12.5
267500,627500,13.78
287500,812500,4.84
412500,552500,15.1
307500,967500,6.94
147500,847500,7.18
537500,157500,15.45
197500,622500,9.74
217500,897500,4.86
382500,487500,30.3
212500,807500,8.55
167500,817500,5.37
512500,472500,12.1
322500,307500,13.31
542500,392500,9.9
337500,387500,11.33
177500,862500,3.94
12500,487500,10.21
422500,182500,13.77
447500,312500,15.43
507500,152500,14.59
237500,957500,9.11
187500,722500,11.8
242500,562500,13.73
277500,202500,14.28
442500,257500,11.26
342500,627500,17.1
167500,22500,7.93
382500,582500,17.23
192500,77500,7.4
617500,322500,16.21
532500,142500,13.52
112500,517500,7.42
377500,282500,11.8
587500,252500,9.75
272500,697500,10.48
352500,322500,12.05
227500,697500,16.88
307500,742500,9.99
517500,257500,10
157500,612500,9.6
217500,947500,5.57
382500,232500,10.07
222500,697500,21.54
337500,1002500,7.21
232500,812500,7.09
467500,177500,13.21
297500,597500,20.59
297500,337500,22.29
347500,1002500,7.73
517500,367500,10.25
482500,137500,16.82
187500,197500,5.23
372500,547500,17.45
227500,862500,5.49
262500,587500,24.59
302500,727500,7.69
402500,342500,19.48
202500,242500,7.97
327500,87500,8.59
417500,277500,15.38
352500,722500,8.38
282500,697500,11.23
287500,927500,6.62
322500,747500,6.26
107500,912500,6.28
407500,87500,10.92
382500,667500,12.6
232500,607500,13.32
262500,92500,21.38
162500,747500,11.33
427500,242500,10.79
302500,972500,4.81
187500,767500,11.03
317500,727500,7.65
557500,282500,8.63
367500,512500,22.06
212500,327500,4.78
332500,207500,20.5
212500,542500,9.68
212500,662500,9.28
292500,952500,7.96
257500,807500,7.85
312500,812500,12.03
372500,497500,21.89
342500,127500,7.94
157500,822500,7.65
387500,517500,16.88
137500,592500,18.7
302500,537500,8.5
552500,272500,8.44
577500,107500,11.14
62500,487500,7.06
417500,457500,22.52
462500,1167500,8.54
342500,792500,21.54
277500,572500,15.38
277500,907500,5.57
252500,797500,8.26
462500,377500,17.17
377500,817500,14.62
137500,467500,5.97
202500,792500,11.37
412500,142500,10.6
57500,522500,9.29
587500,202500,7.85
357500,127500,10.04
387500,597500,19.64
77500,872500,5.08
272500,842500,5.52
172500,652500,8.44
347500,727500,8.28
447500,1207500,7.52
552500,162500,14.83
572500,147500,7.99
627500,277500,12.4
457500,307500,14.39
427500,612500,8.15
197500,797500,11.55
287500,702500,12.06
242500,822500,5.17
177500,747500,11.54
417500,102500,16.32
297500,232500,18.52
312500,872500,4.23
382500,567500,13.27
307500,492500,9.79
192500,817500,8.85
312500,592500,14.62
347500,577500,15.95
652500,282500,8.7
512500,157500,14.05
437500,157500,15.86
177500,767500,9.42
372500,162500,13.83
302500,377500,10.31
497500,502500,14.78
347500,1052500,7.28
117500,577500,12.41
207500,547500,11.34
442500,507500,11.09
72500,837500,4.65
292500,727500,11.85
352500,587500,21.03
287500,97500,11.81
582500,327500,10.68
387500,827500,13.57
432500,337500,13.87
407500,502500,21.01
197500,77500,7.61
282500,967500,5.49
227500,562500,15.64
422500,1157500,8.8
317500,207500,22.25
642500,167500,9.65
272500,192500,8.67
252500,902500,6.82
427500,557500,11.94
582500,302500,13.26
462500,297500,12.22
107500,577500,10.2
542500,352500,9.14
427500,502500,10.39
537500,152500,14.61
137500,672500,8.87
372500,792500,26.31
322500,977500,6.37
507500,332500,8.88
497500,117500,14.86
202500,632500,13.81
357500,117500,11.41
387500,672500,10.31
312500,232500,17.52
397500,307500,17.85
247500,832500,5.45
247500,577500,24.02
227500,52500,8.96
282500,227500,19.96
342500,762500,13.35
397500,442500,25.98
367500,262500,11.38
337500,112500,14.35
327500,312500,13.9
292500,567500,16.26
392500,187500,13.1
377500,1042500,6.5
262500,647500,17.01
382500,367500,15.46
357500,402500,13.31
362500,812500,15.05
402500,562500,10.01
352500,562500,10.64
352500,407500,14.48
527500,472500,10.98
482500,122500,15.1
292500,82500,11.61
522500,322500,9.3
637500,332500,8.75
152500,737500,11.63
97500,482500,7.84
352500,727500,7.92
322500,192500,20.77
347500,317500,12.45
437500,562500,8.77
162500,22500,7.06
352500,682500,5.06
202500,842500,7.36
307500,87500,9.61
377500,547500,21.43
607500,347500,10.28
237500,942500,9.95
357500,287500,15.43
517500,232500,11.61
367500,662500,13.44
202500,47500,9.18
82500,512500,7.99
252500,347500,10.5
282500,212500,19.61
327500,857500,10.39
512500,132500,13.71
407500,602500,16.87
102500,907500,4.9
282500,657500,10.96
502500,202500,13.89
392500,617500,19.69
322500,242500,11.42
507500,182500,14.41
87500,527500,9.7
417500,442500,19.08
252500,962500,6.15
372500,232500,10.41
137500,667500,8.82
442500,82500,9.21
267500,622500,16.77
567500,312500,11.24
477500,122500,15.36
222500,217500,14.92
207500,712500,17.6
362500,412500,18.67
232500,752500,15.72
372500,157500,14.53
307500,862500,5.2
312500,667500,12.3
647500,277500,9.93
292500,297500,18.52
207500,242500,12.09
267500,827500,5.96
127500,592500,12.67
637500,287500,10.95
252500,597500,26.7
182500,697500,10.85
337500,507500,32.8
142500,842500,7.81
627500,137500,10.13
317500,92500,12.14
337500,702500,8.53
352500,297500,14.48
132500,512500,12.79
277500,942500,5.34
72500,482500,8.96
342500,302500,15.22
437500,1137500,10.81
262500,622500,16.14
497500,217500,12.76
177500,812500,6.22
7500,507500,7.92
407500,597500,12.37
517500,297500,13.24
362500,582500,23.75
517500,397500,15.01
127500,597500,10.52
177500,672500,10.34
177500,827500,5.85
387500,842500,12.37
412500,412500,36.1
332500,977500,5.71
352500,537500,15.99
467500,407500,11.42
512500,442500,14.2
57500,562500,11.39
257500,927500,6.96
477500,442500,17.79
327500,867500,6.26
572500,117500,14.99
427500,92500,10.42
312500,722500,9.09
337500,262500,14.42
342500,527500,27.57
187500,67500,7.25
202500,52500,10.5
127500,797500,6.14
467500,132500,19.02
492500,137500,16.63
597500,247500,7.96
462500,87500,11.21
467500,207500,10.02
467500,1207500,9.38
402500,162500,13.52
187500,802500,9.23
217500,857500,6.33
372500,467500,25.17
7500,517500,6.13
152500,852500,6.36
162500,697500,7.64
377500,142500,17.49
22500,527500,8.22
382500,177500,14.81
157500,842500,7.18
552500,357500,8.84
342500,717500,9.83
522500,432500,14.96
362500,482500,15.28
437500,487500,10.73
167500,642500,9.38
242500,257500,12.64
152500,857500,6.7
447500,342500,14.19
267500,282500,9.43
537500,247500,8.53
452500,322500,14.44
122500,947500,4.99
342500,152500,7.56
347500,197500,17.82
537500,357500,9.49
92500,7500,5.13
257500,937500,7.65
257500,617500,17.27
437500,532500,10.11
177500,27500,10.73
97500,892500,4.54
277500,207500,16.09
397500,457500,19.95
512500,402500,15.35
252500,132500,7.96
467500,487500,14.96
312500,87500,8.71
112500,932500,8.08
332500,622500,24.59
347500,837500,15.56
232500,637500,10.12
447500,272500,10.61
497500,447500,14
232500,377500,7.51
182500,867500,4.31
232500,872500,5.37
362500,477500,11.98
412500,547500,13.41
397500,837500,11.32
77500,577500,12.1
427500,152500,15.09
67500,812500,5.08
187500,222500,7.63
242500,497500,11.71
267500,962500,5.71
237500,397500,8.22
87500,877500,3.78
397500,332500,16.05
332500,692500,8.42
282500,282500,15.53
602500,267500,10.86
107500,467500,5.03
452500,407500,11.35
397500,622500,23.19
237500,332500,6.3
447500,322500,13.76
307500,577500,14.85
352500,627500,12.64
442500,202500,11.12
582500,307500,13.97
387500,832500,13.79
487500,442500,15.82
172500,702500,9.54
282500,82500,14.73
492500,142500,16.84
427500,1157500,9.35
292500,102500,7.47
62500,532500,9.21
312500,827500,7.36
642500,257500,11
597500,142500,11.28
117500,837500,4.73
167500,222500,4.86
212500,902500,4.18
402500,382500,23.73
92500,12500,5.63
457500,332500,10.83
297500,697500,8.37
557500,357500,10.22
137500,822500,7.04
597500,257500,10.67
172500,667500,8.6
207500,672500,11.1
442500,497500,12.24
412500,452500,22.51
442500,472500,12.39
142500,867500,5.95
177500,777500,9.1
242500,582500,20.39
192500,207500,8.64
247500,482500,9.37
202500,677500,11
242500,747500,19.54
582500,157500,12.72
302500,927500,7.8
412500,332500,12.94
337500,172500,9.64
422500,1187500,7.06
412500,267500,12.23
467500,297500,12.39
407500,492500,21.34
92500,512500,8.29
352500,87500,7.53
517500,422500,14.53
302500,382500,8.43
332500,297500,17.15
487500,357500,12.48
157500,807500,5.39
237500,577500,20.45
357500,222500,15.03
577500,122500,13.33
132500,582500,19.06
567500,287500,8.84
287500,647500,12.14
272500,202500,12.7
422500,482500,20.41
272500,72500,23.05
362500,742500,7.94
397500,497500,25.22
357500,112500,12.47
392500,152500,13.76
317500,787500,15.43
192500,227500,9.79
452500,472500,12.01
217500,912500,5.25
147500,782500,4.14
337500,457500,10.71
412500,117500,16.72
557500,247500,10.25
422500,462500,21.34
527500,357500,9.81
247500,597500,25.74
317500,857500,8.48
457500,402500,15.38
292500,857500,5.37
357500,752500,12.85
477500,192500,16.26
302500,322500,26.17
322500,602500,21
257500,132500,8.88
282500,777500,9.26
32500,537500,9.85
337500,472500,10.23
637500,307500,10.51
357500,637500,11.95
367500,522500,18.33
502500,417500,13.76
267500,317500,11.08
222500,837500,6.73
327500,962500,6.57
402500,852500,11.21
322500,327500,17.79
117500,917500,7.3
82500,497500,7.42
242500,552500,11.98
627500,327500,12.56
237500,632500,8.66
302500,532500,8.41
267500,937500,9.78
382500,432500,22.43
372500,477500,17.37
252500,852500,4.85
122500,652500,6.74
147500,582500,15.76
327500,547500,11.35
277500,197500,12.66
187500,812500,7.93
157500,497500,11.89
7500,532500,5.71
312500,137500,14.16
162500,492500,8.57
182500,852500,6.14
242500,692500,11.89
272500,922500,7.33
247500,547500,13.87
242500,202500,9.57
157500,542500,9.35
357500,157500,13.91
417500,587500,10
412500,402500,34.31
577500,177500,8.96
262500,112500,12.15
222500,907500,4.88
267500,737500,15.62
102500,507500,9.26
547500,137500,12.72
227500,872500,6.22
342500,232500,13.52
427500,507500,10.9
382500,347500,17.17
247500,257500,12.63
617500,247500,10.63
337500,852500,12.14
257500,777500,11.52
602500,192500,7.78
157500,607500,8.98
102500,927500,6.83
387500,822500,13.31
397500,592500,20.45
232500,827500,6.13
347500,262500,9.98
562500,272500,8.49
457500,487500,20.15
407500,262500,12.21
617500,167500,11.18
647500,327500,9.91
67500,522500,11.78
347500,742500,10.8
382500,482500,28.14
412500,127500,13.09
322500,767500,16.24
297500,802500,11.64
392500,117500,15.61
342500,827500,15.3
322500,387500,8.46
647500,247500,10.32
147500,872500,4.77
137500,747500,7.58
317500,557500,9.45
607500,307500,10.67
62500,587500,6.72
207500,842500,8.43
547500,152500,14.47
457500,517500,15.43
342500,1002500,7.62
412500,642500,7.79
382500,212500,12.87
387500,187500,13.41
317500,527500,16.59
322500,547500,10.49
592500,272500,9.76
357500,457500,18.97
57500,587500,5.31
247500,607500,21.75
142500,772500,4.75
582500,167500,12.29
127500,537500,7.55
177500,47500,10.87
467500,117500,15.49
462500,252500,14.61
297500,792500,10.51
227500,587500,20.2
157500,722500,9.89
212500,732500,15.13
262500,787500,8.05
317500,322500,17.2
252500,817500,4.8
282500,252500,17.68
472500,382500,11.7
502500,132500,15.2
537500,387500,12.42
287500,607500,21.4
547500,302500,8.1
282500,787500,10.22
552500,372500,9.99
407500,252500,9.63
427500,347500,17.16
182500,822500,6.27
547500,102500,9.03
462500,162500,14.82
392500,492500,29.19
362500,287500,16.45
467500,427500,11.29
512500,137500,13.36
427500,427500,15.83
242500,557500,13.36
407500,367500,25.31
102500,532500,10.16
537500,392500,10.75
507500,327500,11.52
357500,647500,12.31
372500,667500,13.36
337500,747500,12.78
472500,307500,13.89
352500,217500,16.63
467500,312500,10.86
367500,277500,13.46
617500,227500,7.8
292500,237500,16.32
222500,757500,16.29
77500,852500,3.87
312500,742500,6.56
517500,402500,14.96
622500,292500,13.37
442500,542500,11.06
467500,1172500,9.84
72500,572500,10.2
462500,347500,12.59
517500,212500,13.3
387500,472500,21.39
262500,357500,18.74
477500,212500,9.35
442500,332500,12.44
317500,167500,7.63
557500,307500,9.13
522500,112500,11.92
347500,187500,10.96
232500,732500,20.33
347500,982500,4.88
527500,102500,11.74
317500,187500,17.23
147500,517500,11.13
382500,392500,15.87
427500,332500,12.66
312500,132500,13.33
322500,472500,8.96
587500,322500,13.29
367500,147500,16.97
497500,112500,16.44
332500,582500,16.31
197500,667500,11.73
357500,262500,12
312500,847500,9.57
527500,227500,12.5
357500,87500,8.49
167500,782500,6.09
122500,922500,5.78
357500,812500,11.88
187500,877500,4.54
277500,767500,8.25
352500,857500,10.91
367500,177500,11.77
327500,322500,13.72
372500,567500,14.1
192500,72500,7.62
117500,527500,5.77
467500,322500,12.32
87500,547500,15.09
377500,807500,16.51
482500,312500,16.9
312500,857500,8.82
182500,772500,10.24
262500,62500,14.77
337500,1022500,9.99
452500,162500,15.61
197500,862500,8.46
572500,187500,13.03
432500,212500,12.97
432500,1117500,6.95
82500,832500,5.52
222500,652500,9.86
417500,512500,12.54
322500,622500,25.86
402500,387500,23.61
472500,392500,8.94
377500,647500,8.62
452500,122500,17.36
97500,497500,12.81
587500,157500,12.01
322500,837500,9.84
192500,677500,11.76
592500,187500,8.71
382500,197500,16.41
552500,302500,8.49
277500,212500,17.16
367500,432500,16.94
